package,study_id,es_id,source_csv_row,field,old_value_v3,new_value_v4,status,source,rationale
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es200,201,c_a_id,KON_f_,KON_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the control identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es200,201,comparison,KON_PS_f_,KON_PS_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the comparison identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es200,201,data_file,abramova_2023_biopsy_data.xlsx,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Use the stable path to the saved extraction/calculation workbook.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es200,201,ex_a_id,PS_f_,PS_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the exposed identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es201,202,c_a_id,KON_m_,KON_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the control identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es201,202,comparison,KON_PS_m_,KON_PS_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the comparison identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es201,202,data_file,abramova_2023_biopsy_data.xlsx,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Use the stable path to the saved extraction/calculation workbook.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es201,202,ex_a_id,PS_m_,PS_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the exposed identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es202,203,c_a_id,KON_f_,KON_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the control identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es202,203,comparison,KON_PS_f_,KON_PS_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the comparison identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es202,203,data_file,abramova_2023_biopsy_data.xlsx,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Use the stable path to the saved extraction/calculation workbook.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es202,203,ex_a_id,PS_f_,PS_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the exposed identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es203,204,c_a_id,KON_m_,KON_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the control identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es203,204,comparison,KON_PS_m_,KON_PS_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the comparison identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es203,204,data_file,abramova_2023_biopsy_data.xlsx,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Use the stable path to the saved extraction/calculation workbook.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es203,204,ex_a_id,PS_m_,PS_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the exposed identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es204,205,c_a_id,KON_f_,KON_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the control identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es204,205,comparison,KON_PS_f_,KON_PS_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the comparison identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es204,205,data_file,abramova_2023_biopsy_data.xlsx,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Use the stable path to the saved extraction/calculation workbook.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es204,205,ex_a_id,PS_f_,PS_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the exposed identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es205,206,c_a_id,KON_m_,KON_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the control identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es205,206,comparison,KON_PS_m_,KON_PS_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the comparison identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es205,206,data_file,abramova_2023_biopsy_data.xlsx,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Use the stable path to the saved extraction/calculation workbook.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es205,206,ex_a_id,PS_m_,PS_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the exposed identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es206,207,c_a_id,KON_f_,KON_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the control identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es206,207,comparison,KON_PS_f_,KON_PS_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the comparison identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es206,207,data_file,abramova_2023_biopsy_data.xlsx,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Use the stable path to the saved extraction/calculation workbook.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es206,207,ex_a_id,PS_f_,PS_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the exposed identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es207,208,c_a_id,KON_m_,KON_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the control identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es207,208,comparison,KON_PS_m_,KON_PS_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the comparison identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es207,208,data_file,abramova_2023_biopsy_data.xlsx,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Use the stable path to the saved extraction/calculation workbook.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es207,208,ex_a_id,PS_m_,PS_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the exposed identifier agree with the sex in the paired source row.
Source follow-up – Abramova 2024,abramova_2024_devneur,es045,46,data_file,,included_studies/abramova_2024_devneur/abramova_2024_devneur_author_email_sucrose_preference.png,Corrected transcription,included_studies/abramova_2024_devneur/abramova_2024_devneur_author_email_sucrose_preference.png,Link the extracted values to the archived author correspondence screenshot.
Source follow-up – Abramova 2024,abramova_2024_devneur,es045,46,data_source,author's email,Author email (saved screenshot),Corrected transcription,included_studies/abramova_2024_devneur/abramova_2024_devneur_author_email_sucrose_preference.png,The supplied author email confirms the stored mean and SE values.
Source follow-up – Abramova 2024,abramova_2024_devneur,es046,47,data_file,,included_studies/abramova_2024_devneur/abramova_2024_devneur_author_email_sucrose_preference.png,Corrected transcription,included_studies/abramova_2024_devneur/abramova_2024_devneur_author_email_sucrose_preference.png,Link the extracted values to the archived author correspondence screenshot.
Source follow-up – Abramova 2024,abramova_2024_devneur,es046,47,data_source,author's email,Author email (saved screenshot),Corrected transcription,included_studies/abramova_2024_devneur/abramova_2024_devneur_author_email_sucrose_preference.png,The supplied author email confirms the stored mean and SE values.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es094,95,c_se_analysis,,1.811483,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es094,95,ex_se_analysis,,1.887174,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es095,96,c_se_analysis,,1.811483,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es095,96,ex_se_analysis,,1.74458,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es096,97,c_se_analysis,,1.409617,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es096,97,ex_se_analysis,,1.46288,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es097,98,c_se_analysis,,1.409617,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es097,98,ex_se_analysis,,1.357986,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es098,99,c_se_analysis,,0.930853,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es098,99,ex_se_analysis,,1.156226,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es099,100,c_se_analysis,,0.930853,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es099,100,ex_se_analysis,,0.887316,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es100,101,c_se_analysis,,0.473286,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es100,101,ex_se_analysis,,0.429012,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es101,102,c_se_analysis,,0.473286,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es101,102,ex_se_analysis,,0.430577,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es102,103,c_se_analysis,,0.565233,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es102,103,ex_se_analysis,,0.532475,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es103,104,c_se_analysis,,0.565233,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es103,104,ex_se_analysis,,0.490012,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es104,105,c_se_analysis,,0.43818,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es104,105,ex_se_analysis,,0.429526,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es105,106,c_se_analysis,,0.43818,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es105,106,ex_se_analysis,,0.392095,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es106,107,c_se_analysis,,0.29496,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es106,107,ex_se_analysis,,0.344802,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es107,108,c_se_analysis,,0.29496,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es107,108,ex_se_analysis,,0.318014,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es108,109,c_se_analysis,,0.333174,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es108,109,ex_se_analysis,,0.314861,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es109,110,c_se_analysis,,0.333174,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es109,110,ex_se_analysis,,0.302585,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es110,111,c_se_analysis,,0.238745,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es110,111,ex_se_analysis,,0.358688,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es111,112,c_se_analysis,,0.238745,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es111,112,ex_se_analysis,,0.378186,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es112,113,c_se_analysis,,1.512722,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es112,113,ex_se_analysis,,1.887174,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es113,114,c_se_analysis,,1.512722,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es113,114,ex_se_analysis,,1.74458,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es114,115,c_se_analysis,,1.259689,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es114,115,ex_se_analysis,,1.46288,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es115,116,c_se_analysis,,1.259689,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es115,116,ex_se_analysis,,1.357986,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es116,117,c_se_analysis,,0.977743,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es116,117,ex_se_analysis,,1.156226,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es117,118,c_se_analysis,,0.977743,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es117,118,ex_se_analysis,,0.887316,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es118,119,c_se_analysis,,0.450143,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es118,119,ex_se_analysis,,0.429012,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es119,120,c_se_analysis,,0.450143,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es119,120,ex_se_analysis,,0.430577,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es120,121,c_se_analysis,,0.419084,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es120,121,ex_se_analysis,,0.532475,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es121,122,c_se_analysis,,0.419084,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es121,122,ex_se_analysis,,0.490012,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es122,123,c_se_analysis,,0.438627,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es122,123,ex_se_analysis,,0.429526,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es123,124,c_se_analysis,,0.438627,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es123,124,ex_se_analysis,,0.392095,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es124,125,c_se_analysis,,0.345316,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es124,125,ex_se_analysis,,0.344802,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es125,126,c_se_analysis,,0.345316,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es125,126,ex_se_analysis,,0.318014,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es126,127,c_se_analysis,,0.276311,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es126,127,ex_se_analysis,,0.314861,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es127,128,c_se_analysis,,0.276311,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
Variance decision – Whitlow 1978,whitlow_1978_thesis,es127,128,ex_se_analysis,,0.302585,Corrected derived value,included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,Apply the reviewer-approved variance assumption transparently; no author-reported variance is implied.
