issue_id,severity,certainty,category,study_id,es_id,csv_row,field,current_value,expected_or_review,evidence,source_file,source_locator,recommended_action
I0787,High,Confirmed,Sample size,uygur_2010_aphyhun,es001,2,c_n; ex_n,9; 10,10; 9,Table II labels CON n=10 and PSN n=9; the means/SEs in this row correspond to CON and PSN respectively.,included_studies/uygur_2010_aphyhun.pdf,"PDF page 5, Table II",Swap the control and experimental sample sizes; retain the arm means and SEs.
I0788,High,Confirmed,Exposure metadata,uygur_2010_aphyhun,es002,3,exposure_session_duration_h,0.66,0.75,Methods report 45 min/day; 45/60 = 0.75 h.,included_studies/uygur_2010_aphyhun.pdf,"PDF page 3, Stress procedures",Correct the daily exposure duration.
I0789,High,Confirmed,Sample size,uygur_2010_aphyhun,es002,3,c_n; ex_n,9; 10,10; 9,Table II labels CON n=10 and PSN n=9; the means/SEs in this row correspond to CON and PSN respectively.,included_studies/uygur_2010_aphyhun.pdf,"PDF page 5, Table II",Swap the control and experimental sample sizes; retain the arm means and SEs.
I0790,High,Confirmed,Exposure metadata,uygur_2010_aphyhun,es003,4,exposure_session_duration_h,0.66,0.75,Methods report 45 min/day; 45/60 = 0.75 h.,included_studies/uygur_2010_aphyhun.pdf,"PDF page 3, Stress procedures",Correct the daily exposure duration.
I0791,High,Confirmed,Sample size,uygur_2010_aphyhun,es003,4,c_n; ex_n,9; 10,10; 9,Table II labels CON n=10 and PSN n=9; the means/SEs in this row correspond to CON and PSN respectively.,included_studies/uygur_2010_aphyhun.pdf,"PDF page 5, Table II",Swap the control and experimental sample sizes; retain the arm means and SEs.
I0792,High,Confirmed,Outcome metadata,uygur_2011_ankarauniv,es068,69,data_type; data_units,Count; Count,Time; s,"Methods state that total time spent immobile, swimming, jumping, and diving was calculated for the test period.",included_studies/uygur_2011_ankarauniv.pdf,"PDF page 3, Forced swimming test; PDF page 4, Table 2",Correct both data type and unit before outcome harmonization.
I0793,High,Confirmed,Outcome metadata,uygur_2011_ankarauniv,es069,70,data_type; data_units,Count; Count,Time; s,"Methods state that total time spent immobile, swimming, jumping, and diving was calculated for the test period.",included_studies/uygur_2011_ankarauniv.pdf,"PDF page 3, Forced swimming test; PDF page 4, Table 2",Correct both data type and unit before outcome harmonization.
I0794,High,Confirmed,Outcome metadata,uygur_2011_ankarauniv,es070,71,data_type; data_units,Count; Count,Time; s,"Methods state that total time spent immobile, swimming, jumping, and diving was calculated for the test period.",included_studies/uygur_2011_ankarauniv.pdf,"PDF page 3, Forced swimming test; PDF page 4, Table 2",Correct both data type and unit before outcome harmonization.
I0795,High,Confirmed,Outcome metadata,uygur_2011_ankarauniv,es071,72,data_type; data_units,Count; Count,Time; s,"Methods state that total time spent immobile, swimming, jumping, and diving was calculated for the test period.",included_studies/uygur_2011_ankarauniv.pdf,"PDF page 3, Forced swimming test; PDF page 4, Table 2",Correct both data type and unit before outcome harmonization.
I0796,High,Confirmed,Source traceability,abramova_2024_devneur,es033,34,data_file,abramova_2024_devneur_fig3b,abramova_2024_devneur_fig3c,The current screenshot stem points to the other Figure 3 panel; the MetaDigitise file and group labels identify the correct panel.,Metadigitise_figs/metaDigitise_output.csv,filename=abramova_2024_devneur_fig3c.png,Correct the screenshot filename without changing the already matching extracted statistics.
I0797,High,Confirmed,Source traceability,abramova_2024_devneur,es034,35,data_file,abramova_2024_devneur_fig3b,abramova_2024_devneur_fig3c,The current screenshot stem points to the other Figure 3 panel; the MetaDigitise file and group labels identify the correct panel.,Metadigitise_figs/metaDigitise_output.csv,filename=abramova_2024_devneur_fig3c.png,Correct the screenshot filename without changing the already matching extracted statistics.
I0798,High,Confirmed,Source traceability,abramova_2024_devneur,es035,36,data_file,abramova_2024_devneur_fig3c,abramova_2024_devneur_fig3b,The current screenshot stem points to the other Figure 3 panel; the MetaDigitise file and group labels identify the correct panel.,Metadigitise_figs/metaDigitise_output.csv,filename=abramova_2024_devneur_fig3b.png,Correct the screenshot filename without changing the already matching extracted statistics.
I0799,High,Confirmed,Source traceability,abramova_2024_devneur,es036,37,data_file,abramova_2024_devneur_fig3c,abramova_2024_devneur_fig3b,The current screenshot stem points to the other Figure 3 panel; the MetaDigitise file and group labels identify the correct panel.,Metadigitise_figs/metaDigitise_output.csv,filename=abramova_2024_devneur_fig3b.png,Correct the screenshot filename without changing the already matching extracted statistics.
I0837,High,Review,Source availability,abramova_2024_devneur,es045,46,data_file,blank,saved author-supplied file/email attachment with a stable filename,"The numerical source is described as an author email, but no supporting file is present in the study folder.",included_studies/,workspace inventory,Add the author-supplied source file (or a dated correspondence note) before treating the values as independently verified.
I0838,High,Review,Source availability,abramova_2024_devneur,es046,47,data_file,blank,saved author-supplied file/email attachment with a stable filename,"The numerical source is described as an author email, but no supporting file is present in the study folder.",included_studies/,workspace inventory,Add the author-supplied source file (or a dated correspondence note) before treating the values as independently verified.
